0.000000 0.000000e+00
0.020996 0.000000e+00
0.045898 0.000000e+00
0.095703 0.000000e+00
0.195312 0.000000e+00
0.294922 0.000000e+00
0.394531 0.000000e+00
0.494141 0.000000e+00
0.593750 0.000000e+00
0.693359 0.000000e+00
0.792969 0.000000e+00
0.892578 0.000000e+00
0.992188 0.000000e+00
1.091797 0.000000e+00
1.191406 0.000000e+00
1.291016 0.000000e+00
1.390625 0.000000e+00
1.490234 0.000000e+00
1.589844 0.000000e+00
1.689453 0.000000e+00
1.789062 0.000000e+00
1.888672 0.000000e+00
1.988281 0.000000e+00
2.087891 0.000000e+00
2.187500 0.000000e+00
2.386719 0.000000e+00
2.585938 0.000000e+00
2.785156 0.000000e+00
2.984375 0.000000e+00
3.382812 0.000000e+00
3.781250 0.000000e+00
4.578125 0.000000e+00
5.375000 0.000000e+00
6.171875 0.000000e+00
6.968750 0.000000e+00
7.765625 0.000000e+00
8.562500 0.000000e+00
9.359375 0.000000e+00
10.156250 0.000000e+00
10.953125 0.000000e+00
11.750000 0.000000e+00
12.546875 0.000000e+00
13.343750 0.000000e+00
14.140625 0.000000e+00
14.937500 0.000000e+00
15.734375 0.000000e+00
16.531250 0.000000e+00
17.328125 0.000000e+00
18.125000 0.000000e+00
18.921875 0.000000e+00
19.718750 0.000000e+00
20.515625 0.000000e+00
21.312500 0.000000e+00
22.109375 0.000000e+00
22.906250 0.000000e+00
23.703125 0.000000e+00
24.500000 0.000000e+00
25.296875 0.000000e+00
26.093750 0.000000e+00
26.890625 0.000000e+00
27.687500 0.000000e+00
28.484375 0.000000e+00
29.281250 0.000000e+00
30.078125 0.000000e+00
30.875000 0.000000e+00
31.671875 0.000000e+00
32.468750 0.000000e+00
33.265625 0.000000e+00
34.062500 0.000000e+00
34.859375 0.000000e+00
35.656250 0.000000e+00
36.453125 0.000000e+00
37.250000 0.000000e+00
38.046875 0.000000e+00
38.843750 0.000000e+00
39.640625 0.000000e+00
40.437500 0.000000e+00
41.234375 0.000000e+00
42.031250 0.000000e+00
42.828125 0.000000e+00
43.625000 0.000000e+00
44.421875 0.000000e+00
45.218750 0.000000e+00
46.015625 0.000000e+00
46.812500 0.000000e+00
47.609375 0.000000e+00
48.007813 0.000000e+00
48.406250 0.000000e+00
48.605469 2.390000e+07
48.804688 1.878090e+10
48.904297 3.642824e+11
49.003906 5.537722e+12
49.103516 6.605769e+13
49.203125 6.192754e+14
49.302734 4.571647e+15
49.402344 2.664490e+16
49.501953 1.230275e+17
49.601563 4.521256e+17
49.701172 1.330962e+18
49.800781 3.166645e+18
49.900391 6.166049e+18
49.950195 8.023291e+18
49.975098 9.003914e+18
50.000000 1.000000e+19
